question,answer
APP显示非本人信息如何处理,"您好，APP显示非本人信息，一般是使用了他人的身份进行了人脸识别认证，您可以按照以下方式进行修改：

1、若当前未绑定银行卡：您可通过平安好车主底部【我的】→左上角头像→ 实名认证 →银行卡验证 进行绑卡，绑定成功后实名信息即改为银行卡持卡人；
2、若已经绑定银行卡：您可提供身份证、银行卡等信息提交专员核实处理哦。"
申请垫付被退回的原因,您好，申请垫付被退回，建议联系案件理赔员核实。
什么是绝对免赔额？,"您好：绝对免赔额指保单中约定的完全由被保险人承担的保险标的损失金额。
例：A车剐蹭，承保车损险，商三险、车损险附加绝对免赔200元，现A车定损金额为1000元，保险公司最终赔付多少？
解：应赔金额1000元-绝对免赔额200元=实际赔付800元。"
适合未成年人的保险,您好，每个孩子在成长环境中，都潜藏着各种各样的风险。此时，意外险和医疗险可以在经济上帮助父母们排忧解难。为您推荐以下产品，快点击了解下吧??
查询注册手机号的方法,"您好，查询注册手机号的方法如下：

您可通过平安好车主底部→我的→左上角头像→登录账号，在登录账号栏里可查看当前的手机账号（仅可查看手机号前五位）。"
如何判断能否开通自动续保,安安不太明白您的意思，要不您换个问法再试试，或许安安就能明白啦！
公司车保单、发票、标志查询,"您好，您可下载 企业宝APP ，通过APP首页→保单服务，查询公司车保单、发票、标志。

★温馨提醒：
其他渠道暂无法查询公司车名下保单，带来不便请谅解。"
车险投保发票配送时效,"您好，您可通过APP底部→查保单→更多→ 配送查询 ，进行查询。

★温馨提醒：
目前多数城市现在已经是电子保单和发票，将不再配送纸质，请您谅解。"
如何安装激活ETC设备,"您好，您收到ETC专用电子标签（OBU）设备后，可通过以下方式安装激活：

1、根据OBU盒子内的说明手册，按照流程提示进行自助安装激活；
2、通过安装指引卡片，关注ETC+微信公众号，回复对应编号查看安装激活说明。

★温馨提醒：
1、安装注意事项请参考设备说明书或小程序安装指引的推荐区域，注意挡风玻璃上请勿有异物遮挡电子标签设备；
2、激活成功后，请勿拔下或移动电子标签设备，否则会导致电子标签设备失效，进而造成无法使用ETC服务。"
车险保单行驶证车主信息查询,"您好，车险保单行驶证车主信息查询方式如下：

通过APP首页→查保单→ 电子保单 →选择商业险保单，即可查询车险保单中行驶证车主信息。

★温馨提醒：
交强险保单中无法查询行驶证车主信息，需通过商业险保单进行查询。"
APP平台介绍,
如何查看投保须知,您选择一款险种以后，点击立即报价，页面最下方就可以点击投保须知查看啦。
非车险理赔查询,"您好，您可进入APP首页→ 办理赔/报保险 →非车险理赔，切换对应的案件并查看案件详情，已结案案件可在历史案件中进行查看。

★温馨提醒：
团体（企业）名义投保的保险，请下载 企业宝 查询。"
退单的卡券是否返还,您好，订单退单成功后，对应卡券会返还至原账户中，退款问题可联系商家申请。
保险发生理赔是否影响保费,
第三者责任险如何确定保额,第三者责任险的保额由投保人与本公司在签订保险合同时协商确定，并在保险单上载明：10万-1000万不等。
上传材料时提示“非保险人证件”,您好，若上传材料时提示“非保险人证件”，请您先确认当前证件是否是本人，如是本人，请忽略提醒，谢谢。
违章明细无法查询的原因,您好，目前部分当地城市官方维护导致可查询到违章，但无法查询违章明细。您可以通过软件商城下载【交管12123】APP进行查询，感谢您的谅解。
什么是平安车主贷,"平安车主贷是客户将自有车辆产权抵押给银行，直接获取贷款，贷款资金可用于各种消费和经营用途的贷款产品。
注：抵押之后车辆仍归客户自行使用哟~"
车主钱包提现一直未到账,您好，平安车主钱包零钱宝提现一般需要2个小时左右到账，若长时间未到账，请联系在线客服协助处理。
交强险是否一定要验车,您好，交强险一般是不需要验车的。若您投保时页面提示验车，建议您联系专属客户经理处理。
为何每月礼包中无门店洗车劵了,安安不太明白您的意思，要不您换个问法再试试，或许安安就能明白啦！
如何绑定客服,您好，在线客服是客户进线以后随机安排的，无法绑定。
机动车商业险条款的第三者的定义,"您好，车险条款中的第三者是指：
因被保险机动车发生意外事故遭受人身伤亡或财产损失的人，但不包括被保险机动车本车车上人员、被保险人。"
开车赚钱5元活动,"您好，为提高安卓用户开车赚钱里程记录的准确性，平安好车主APP开车赚钱模块举办正确设置奖励2500积分的活动。通过完成关于电池、定位、权限等设置，并保持平安好车主APP后台在线48小时，设置成功即可获得2500积分奖励（价值5元）。

★温馨提醒：
本次活动只针对安卓手机用户。"
撤案后是否能重新报案,安安不太明白您的意思，要不您换个问法再试试，或许安安就能明白啦！
钱包入口,您好，您可通过平安好车主底部→我的→ 我的钱包 ，即可进入车主钱包。
投保机油更换流程,"您好，更换机油可以到汽修厂或者4S店进行，如您需要使用换机油服务，可在平安好车主底部“我的”→点击 我的卡券 后进行查询该服务的使用方法。 

如您未查询到相关信息，您可联系相关专属客户经理核实使用方法，感谢您的咨询。"
车险保单批改流程,"您好，您可通过APP首页→查保单→ 信息修改 →选择险别（商业险、交强险）→选择需批改项目完成后续步骤。目前平安好车主仅开通部分城市批改功能，具体请以平安好车主APP展示为准。

★温馨提醒：
除增加商业险三者险、车上人员险外，增加其他险别需要拍摄车辆照片。"
查询保险批单途径,您好，批改后原始保单的内容不会改变。若您要看修改的内容，您可通过APP首页→查保单→更多→ 变更查询 ，即可查看和下载保险批单。
积分有效期查询,"您好，您可通过APP底部→我的→ 我的积分 →点击您的积分分数，就可以看到积分明细以及过期时间。

★温馨提醒：
每个活动获取的积分有效期会不同，具体以积分页面的期限为准。"
理赔资料已提交仍显示需提交,您好，理赔资料已提交仍显示需提交，可能是理赔资料未审核，具体可联系理赔员核实。
加油的退款还没有到账,您好，加油退款需商家审核，具体时效以商家审核为准。若长时间未到账，您可通过订单详情页，联系商家确认哦。
